Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT2G25870,AT2G25870.1,8,3,83.71,0.046519203,2.051736179,fum2 control,WT cold,haloacid dehalogenase-like hydrolase family protein | chr2:11031159-11034302 FORWARD LENGTH=584,4535.363174,4825.297886,2763.716206,1767.999311,2562.313278,2412.754452,2170.61179,8636.201481,3728.817819,2104.428726,2849.293751,3708.190988,4862.195926,3356.503471,4696.168163,3607.968397,3473.094144,728.4364476,3945.47025,1565.658087,3097.682821,389.3694085,4130.708989,379.4150242,0.793601151,1.136010165,0.106149389,1.333483519,0.912208195,0.955155703,0.665442392,1.121191014,0.453847999,1.189345528,FALSE
AT5G53850,AT5G53850.2;AT5G53850.1,11,6,288.18,0.139359256,1.338170865,WT control,fum2 cold,haloacid dehalogenase-like hydrolase family protein | chr5:21861155-21864817 REVERSE LENGTH=507,53003.06965,40599.53784,33697.39885,35934.82008,45273.01514,52636.46463,48470.00989,48544.89262,23135.43822,23295.86205,21332.1769,19197.80836,24558.40636,27028.31778,23779.8324,23962.97181,40808.70661,4311.532109,48731.09557,1508.671186,21740.32138,957.2970696,24832.38209,750.6070491,0.133544995,1.194134772,0.043973714,1.142227001,7.67823E-06,1.962401166,0.004996302,1.87709767,0.010698945,0.608506962,TRUE
AT2G43910,AT2G43910.1;AT2G43910.3;AT2G43920.1,8,7,304.71,0.006702811,1.561933358,WT control,fum2 cold,HARMLESS TO OZONE LAYER 1 | chr2:18184658-18186951 REVERSE LENGTH=227,128151.0389,152225.1003,121511.3531,168277.5572,181525.0979,159318.4032,156893.6113,131701.5559,54037.45129,63054.73165,87685.48993,84315.39757,72543.41951,72238.76186,84001.40559,67971.96027,142541.2624,10822.31185,157359.6671,10191.33853,72273.26761,8165.35309,74188.88681,3433.247374,0.357336546,1.103958703,0.835947041,1.026505225,0.000245364,2.12106791,0.002048144,1.972254294,0.000947667,0.520473059,FALSE
AT4G38600,AT4G38600.1,22,10,183.27,0.836844205,1.995910423,fum2 control,WT control,HEAT repeat ;HECT-domain (ubiquitin-transferase) | chr4:18041503-18049292 REVERSE LENGTH=1888,31699.73114,16539.61973,14856.11031,11078.1276,14137.32407,20960.83993,73423.14335,18154.86855,48061.89788,18134.83496,6510.935743,6720.189322,32345.67803,14223.68958,14963.27625,12854.8088,18543.3972,4531.653319,31669.04398,13988.28256,19856.96448,9785.939499,18596.86316,4603.700501,0.406415591,1.707833988,0.911044987,0.936541091,0.40888816,1.702923966,0.907031313,0.933848536,0.993664609,1.002883289,FALSE
AT5G02500,AT5G02500.1;AT5G02500.2,50,16,2882.86,0.000533807,1.777036508,WT cold,WT control,heat shock cognate protein 70-1 | chr5:554055-556334 REVERSE LENGTH=651,502938.2213,698864.5482,774209.2292,490855.5306,1295445.885,1888234.293,1516313.611,1612340.771,453015.0928,395774.1544,391061.9811,417182.5654,690817.3726,707529.5954,944231.3448,829711.9878,616716.8823,70910.00276,1578083.64,122836.8212,414258.4484,14113.74379,793072.5752,59136.24666,0.000504098,2.558846182,0.000790526,1.91443911,0.001195605,1.989835091,0.031154978,1.488724936,0.104707494,1.285958919,TRUE
AT4G15802,AT4G15802.1,6,4,198.01,0.724080403,1.192223138,WT cold,fum2 control,heat shock factor binding protein | chr4:8986864-8988339 REVERSE LENGTH=86,67885.49329,55536.02915,74510.01361,53249.05129,63576.67571,74060.7537,157691.9811,100116.4203,27503.13666,28322.73897,34823.17345,33968.29754,38306.34201,45256.82504,46879.60791,52457.6872,62795.14683,5057.770097,98861.45769,21060.81703,31154.33665,1886.971695,45725.11554,2914.301953,0.146938318,1.574348698,0.005705892,1.46769665,0.046579764,2.162082184,0.00109013,2.015614954,0.026482787,0.728163208,TRUE
AT3G23990,AT3G23990.1,41,11,1548.2,0.021302982,1.406292471,WT cold,WT control,heat shock protein 60 | chr3:8669013-8672278 FORWARD LENGTH=577,87502.03958,89430.87308,100098.6267,122980.0217,171728.4235,220602.0286,227805.5911,199640.3144,69589.41584,62319.70906,58430.91149,58621.16674,105894.927,88975.18996,111929.1076,100218.5648,100002.8903,8144.510171,204944.0894,12580.50678,62240.30078,2608.086396,101754.4473,4884.803291,0.000422738,2.049381661,0.000381489,1.634864325,0.00026129,2.014104491,0.004491734,1.606722478,0.859750839,1.017515064,TRUE
AT2G33210,AT2G33210.1,35,10,1151.53,0.002875581,1.437328572,WT cold,WT control,heat shock protein 60-2 | chr2:14075093-14078568 REVERSE LENGTH=585,40376.91824,49060.58184,44557.60767,40477.15277,99390.70571,91819.51977,90291.96258,80977.48432,29179.64512,26210.09544,28236.84449,29456.20642,40967.21075,51679.71865,46265.26627,52970.41125,43618.06513,2059.006473,90619.91809,3779.879225,28270.69787,734.7813768,47970.65173,2749.413539,3.49967E-05,2.077577669,0.000449925,1.696832952,9.74086E-05,1.88906998,0.000416927,1.542871893,0.252061027,1.099788622,TRUE
AT3G13860,AT3G13860.1,22,7,510.78,0.16433036,1.238753586,WT cold,WT control,heat shock protein 60-3A | chr3:4561704-4565133 REVERSE LENGTH=572,24690.44045,23637.87002,25472.23769,21908.22805,33516.53654,51141.50662,44915.2374,43040.38396,16979.41175,14017.67005,14218.76257,13233.0923,17797.24123,19507.46683,23105.12248,20031.67662,23927.19405,770.8024504,43153.41613,3649.153194,14612.23417,817.2050116,20110.37679,1106.375163,0.002105094,1.803530161,0.007140812,1.376269814,0.000929041,2.145828324,0.000166677,1.637476773,0.029933716,0.840482037,TRUE
AT1G11660,AT1G11660.1,15,6,92.77,0.032926267,1.599468689,WT cold,fum2 cold,heat shock protein 70 (Hsp 70) family protein | chr1:3921056-3924347 FORWARD LENGTH=763,28958.12163,41333.77005,47078.87225,37712.41176,94625.72527,65237.23115,73932.8076,78034.61396,33516.61416,18103.97581,20878.99307,22455.55736,23047.2107,28005.71958,31477.41444,27043.5993,38770.79392,3796.947486,77957.5945,6163.326136,23738.7851,3381.100668,27393.486,1733.633734,0.001643175,2.010729898,0.373268199,1.153954842,0.000218534,2.845844245,0.025393396,1.6332257,0.03437912,0.706549524,TRUE
AT3G09440,AT3G09440.1,42,13,1992.09,0.00010212,1.741778041,WT cold,WT control,Heat shock protein 70 (Hsp 70) family protein | chr3:2903434-2905632 REVERSE LENGTH=649,284335.0818,367180.7795,427409.2938,317852.5467,829561.1907,882366.3347,962674.4076,836534.5891,169791.3903,248995.1368,246640.3625,214226.2296,472304.8441,422216.1175,457018.588,455362.8997,349194.4255,31131.60558,877784.1305,30624.51677,219913.2798,18494.67874,451725.6123,10549.72557,1.93148E-05,2.513740388,3.56005E-05,2.054107932,1.1916E-05,1.943179901,0.011780968,1.587873301,0.020604819,1.293622061,TRUE
AT4G16660,AT4G16660.1,19,4,247.52,0.000107988,2.046899874,WT cold,WT control,heat shock protein 70 (Hsp 70) family protein | chr4:9377225-9381232 FORWARD LENGTH=867,93650.32967,124012.7446,131840.2558,103352.5546,336317.7775,324321.821,341922.1556,333901.2218,89158.5353,86584.27557,75024.65093,72596.36922,154844.3424,158385.0912,129237.1376,141377.0634,113213.9712,8867.241183,334115.744,3671.466108,80840.95776,4122.807104,145960.9086,6670.656292,4.40712E-07,2.951188272,0.000165322,1.80553166,2.8896E-07,2.289076898,0.016194247,1.400453116,0.025573604,1.289248201,TRUE
AT5G42020,AT5G42020.1;AT5G42020.2,44,3,1983.92,0.006420813,1.769003453,fum2 control,WT control,Heat shock protein 70 (Hsp 70) family protein | chr5:16807697-16810480 REVERSE LENGTH=668,43294.24546,57246.98114,61082.0959,60587.59677,127224.6973,123250.6393,122785.7568,88908.00546,51385.07112,64583.22317,49604.56609,46169.31577,58380.11225,48000.73072,62536.23648,57155.28376,55552.72982,4173.973933,115542.2747,8933.785189,52935.54404,4030.608458,56518.0908,3063.721035,0.000896827,2.079866734,0.505725649,1.067677528,0.000778022,2.044341433,0.667794951,1.049440991,0.85823892,1.017377382,TRUE
AT1G16030,AT1G16030.1,18,6,545.56,0.258453352,1.849211502,fum2 control,fum2 cold,heat shock protein 70B | chr1:5502386-5504326 REVERSE LENGTH=646,42772.70459,47945.53263,45127.35596,50129.77546,62686.6241,76788.46509,55092.26508,261841.9448,57681.10291,48285.54862,30635.48454,34556.01327,28255.76944,44421.04987,31930.9255,34352.98029,46493.84216,1608.352303,114102.3248,49451.22249,42789.53733,6241.506116,34740.18128,3461.799342,0.220788616,2.454138429,0.302476552,0.811884948,0.160508896,3.284448168,0.586367598,1.086570341,0.021686621,0.747199622,FALSE
AT5G56030,AT5G56030.1;AT5G56030.2,51,4,2367.08,0.161828779,1.472086514,WT cold,WT control,heat shock protein 81-2 | chr5:22686923-22689433 FORWARD LENGTH=699,39719.87298,50971.2849,52965.85816,46230.46455,102503.0266,127210.3694,108001.848,66029.56436,45767.02513,32750.21845,24736.21045,28523.45091,54138.43551,54808.16207,58108.56883,49286.38031,47471.87015,2944.831007,100936.2021,12784.05099,32944.22624,4576.903867,54085.38668,1819.836879,0.006535999,2.126231846,0.005136199,1.641725815,0.010988668,1.866237967,0.037059742,1.440976935,0.104643348,1.13931443,TRUE
AT5G56010,AT5G56010.1,57,6,2447.35,0.77602265,1.110207758,WT cold,fum2 cold,heat shock protein 81-3 | chr5:22681410-22683911 FORWARD LENGTH=699,173443.5862,195004.1338,205784.4321,224471.8655,229919.1477,357884.25,383357.534,256549.3321,126803.3399,86570.45666,136146.3462,111655.4387,118251.2182,144869.6826,189587.7742,163638.4389,199676.0044,10654.08277,306927.566,37534.8578,115293.8954,10822.68574,154086.7785,15057.38233,0.033344772,1.537127943,0.081371525,1.336469533,0.009188773,1.991913706,0.001437735,1.731887051,0.048354562,0.771684003,TRUE
AT3G07770,AT3G07770.1,25,8,503.14,0.001195533,1.581167959,WT cold,WT control,HEAT SHOCK PROTEIN 89.1 | chr3:2479611-2483970 FORWARD LENGTH=799,13977.52509,18638.29085,18424.21576,18318.38365,41055.44824,37695.55449,40803.51756,38898.33182,11471.72825,6609.172108,15003.45151,9668.204277,17311.0277,16758.86046,22064.18329,18788.41069,17339.60384,1122.66626,39613.21303,800.2779049,10688.13904,1753.904499,18730.62054,1190.905186,3.57658E-06,2.284551216,0.00903513,1.752467897,6.59968E-06,2.114890585,0.018739744,1.622322069,0.427977844,1.080221942,TRUE
AT2G41520,AT2G41520.1,15,3,109.95,0.998427455,1.453104914,WT control,WT cold,Heat shock protein DnaJ with tetratricopeptide repeat | chr2:17317662-17322705 FORWARD LENGTH=1108,16907.74359,72638.55486,16643.427,9994.790583,27879.00178,28930.15814,26086.51201,31809.19957,7152.602178,4826.49129,10515.4919,37804.28478,4771.098756,45947.14906,18055.16914,16306.94448,29046.12901,14618.5399,28676.21788,1197.991024,15074.71754,7665.973619,21270.09036,8737.574441,0.980697574,0.987264701,0.613193729,1.410977705,0.433222137,1.348194455,0.42978194,1.92681083,0.66402973,0.732286576,FALSE
AT5G50740,AT5G50740.1,9,3,109.98,0.121323529,1.64225107,WT cold,fum2 cold,Heavy metal transport/detoxification superfamily protein  | chr5:20635983-20637847 REVERSE LENGTH=283,8952.956011,6792.406415,7834.162641,11151.84607,11721.1078,16560.47547,17810.61535,19612.81169,7296.014084,2506.890431,1840.33237,3259.33258,5337.281817,5651.98226,5763.321595,5437.968052,8682.842783,933.7623726,16426.25258,1688.861116,3725.642366,1224.906428,5547.638431,97.33291608,0.007018209,1.891805827,0.188651631,1.489042126,0.000668389,2.960945054,0.018171897,2.330562606,0.0156212,0.638919599,TRUE
AT5G14910,AT5G14910.1,3,3,396.75,0.519714796,1.205229645,WT cold,fum2 cold,Heavy metal transport/detoxification superfamily protein  | chr5:4823815-4825196 FORWARD LENGTH=178,181203.31,358927.9374,393519.6676,245779.9495,505008.3355,361035.2069,609451.7757,513305.6786,131246.9066,147782.3528,174492.8775,176634.861,254412.7884,205964.2898,224716.5538,230691.5872,294857.7161,49299.362,497200.2492,51203.57655,157539.2495,10948.94292,228946.3048,9990.210221,0.029307225,1.686237877,0.002946897,1.453265174,0.00213182,2.171689338,0.034682019,1.871646063,0.238008067,0.776463671,TRUE
AT2G30800,AT2G30800.1,20,10,131.69,0.071716234,1.8052934,fum2 control,fum2 cold,helicase in vascular tissue and tapetum | chr2:13120585-13126635 REVERSE LENGTH=1299,140656.9463,115354.8071,139679.2366,133368.1913,221881.4237,201386.8665,248513.3347,154397.0411,108468.9299,125963.7255,68739.42825,70196.43217,65635.9602,89973.4936,82095.03674,76394.63004,132264.7954,5863.498116,206544.6665,19879.97939,93342.12897,14241.97093,78524.78014,5119.236524,0.011590189,1.561599713,0.365355546,0.841257651,0.000786902,2.630311936,0.044851539,1.416989272,0.000456348,0.593693733,TRUE
AT4G29130,AT4G29130.1,15,6,584.64,0.026183902,1.396745349,WT cold,WT control,hexokinase 1 | chr4:14352338-14354865 REVERSE LENGTH=496,61967.72992,65884.32217,62539.44661,60603.87098,118415.7657,133336.5604,132654.2306,125120.3263,49151.24626,47268.74547,40065.13009,39637.08387,65619.01074,56790.68392,57663.41567,52623.10262,62748.84242,1121.238863,127381.7208,3520.910519,44030.55142,2444.970003,58174.05324,2714.389224,2.23983E-06,2.030025031,0.008251047,1.321220184,4.44795E-06,2.189665558,0.000437199,1.425120522,0.170309061,0.927093648,TRUE
AT2G19860,AT2G19860.1,12,3,180.17,0.07682989,1.605260822,fum2 control,WT cold,hexokinase 2 | chr2:8570818-8573762 FORWARD LENGTH=502,11722.14823,8882.831345,7279.140913,9097.753692,4447.863904,11680.11737,9853.087976,10026.95074,4620.539731,6277.337052,5415.372228,5198.297346,7282.795209,6585.018215,7062.879314,6359.091234,9245.468544,919.8601355,9002.004996,1572.878014,5377.886589,343.5407384,6822.445993,212.2889471,0.89807503,0.973666716,0.011684415,1.268610983,0.218777579,1.319468854,0.007635115,1.719163912,0.042525953,0.737923228,TRUE
AT1G47840,AT1G47840.1,10,3,70.29,0.730165525,3.535029899,fum2 control,fum2 cold,hexokinase 3 | chr1:17616243-17618859 REVERSE LENGTH=493,6656.374965,8821.203334,32312.47886,12734.21452,14105.75592,37929.76792,17449.89702,18095.1444,2601.805568,23943.16107,33660.09871,1632.858785,5121.342863,4782.684811,7331.490017,8215.449136,15131.06792,5863.592471,21895.14131,5415.902115,15459.48103,7956.813705,6362.741707,837.0906459,0.429269179,1.447032122,0.29890311,0.411575375,0.029790208,3.441148851,0.974571421,0.978756524,0.189270662,0.420508436,FALSE
AT1G16720,AT1G16720.1,28,13,597.55,0.008788734,1.312323797,fum2 control,fum2 cold,high chlorophyll fluorescence phenotype 173 | chr1:5723161-5726248 FORWARD LENGTH=598,136471.4697,168781.6937,150345.5173,155580.2768,224192.3478,203570.5577,234496.0881,207198.6511,94656.6909,94835.81846,99809.77936,95732.62187,102400.9807,115877.9838,109325.087,104155.5041,152794.7394,6682.001624,217364.4112,7267.095624,96258.72765,1206.853616,107939.8889,3026.73087,0.000610563,1.422590935,0.011575125,1.12135171,8.63616E-06,2.013754261,0.000162888,1.587333877,0.000873087,0.706437207,TRUE
AT5G36170,AT5G36170.1,12,3,295.25,0.441729569,1.229794922,fum2 control,fum2 cold,high chlorophyll fluorescent 109 | chr5:14236083-14237974 REVERSE LENGTH=456,10028.38116,22050.11947,24432.86816,18125.01358,28957.37886,24680.27013,31055.2097,29694.15162,12627.37079,10077.29812,13200.21839,11124.19131,15960.22751,13795.50397,14869.12579,11183.19331,18659.09559,3157.134352,28596.75258,1375.899164,11757.26965,710.7665806,13952.01265,1023.26597,0.027854465,1.532590497,0.128614676,1.186671146,0.000141295,2.049650706,0.07691925,1.587026252,0.20589133,0.747732524,TRUE
AT3G54050,AT3G54050.1,19,12,1443.35,0.019344238,1.396990787,fum2 control,WT control,high cyclic electron flow 1 | chr3:20016951-20018527 FORWARD LENGTH=417,593442.8661,798672.9572,694264.3382,608085.1376,1305711.501,1246085.682,1156386.889,1167812.022,438534.6465,520564.8538,482281.1289,614014.4097,701927.2325,810713.7455,709995.8762,764256.9282,673616.3248,47247.2413,1218999.023,35110.69322,513848.7597,37357.50072,746723.4456,25426.03089,8.93595E-05,1.809634028,0.002108408,1.453196941,3.54669E-05,1.63246384,0.037899788,1.310923325,0.221946197,1.108529319,TRUE
AT4G26900,AT4G26900.1,13,8,519.69,0.081861507,1.410416814,WT control,fum2 cold,HIS HF | chr4:13515514-13519608 FORWARD LENGTH=592,72056.16329,58709.51316,46978.04156,58072.45225,67797.26212,70522.90088,70376.46205,79020.94063,26427.79801,35703.67342,28709.6411,34771.42509,31932.43532,32727.84504,36197.14972,35824.73273,58954.04256,5131.010002,71929.39142,2445.307889,31403.1344,2270.258729,34170.5407,1077.573735,0.062556998,1.220092606,0.31300153,1.088125162,7.84597E-06,2.105011801,0.002682839,1.877329881,0.003234454,0.579613191,FALSE
AT1G09870,AT1G09870.1,6,3,49.02,0.121192012,1.478276691,WT control,fum2 control,histidine acid phosphatase family protein | chr1:3205817-3208444 FORWARD LENGTH=487,4368.366472,4775.368805,8775.888087,4737.737158,5594.724453,5743.650445,8025.11528,6639.513468,1316.567167,1700.852684,2924.441537,2581.407692,3043.415127,3342.808476,3519.709324,3830.493655,5664.34013,1041.238905,6500.750911,558.0491939,2130.81727,374.2485784,3434.106645,164.6778923,0.505498994,1.147662528,0.01889635,1.611638264,0.001882135,1.892996224,0.018751935,2.658294641,0.078759989,0.606267732,TRUE
AT5G10720,AT5G10720.1,19,4,98.67,0.028662257,3.602548148,WT cold,fum2 control,histidine kinase 5 | chr5:3386835-3390541 FORWARD LENGTH=922,75080.11163,57044.47016,51652.37522,141774.165,125952.0324,88325.8113,176712.7781,130060.524,3728.933584,8884.17522,28694.3353,16566.72366,3173.329623,15497.35085,45786.8599,38468.00841,81387.78049,20742.65573,130262.7864,18108.32018,14468.54194,5426.016821,25731.3872,9908.0984,0.126243465,1.600520197,0.357251273,1.778436784,0.002301396,5.062408235,0.020554911,5.625154271,0.051781882,0.316157868,FALSE
AT1G31160,AT1G31160.1,7,4,122.22,0.273815023,1.197190457,WT cold,fum2 cold,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 | chr1:11122880-11124106 REVERSE LENGTH=187,67863.44651,46382.39278,53065.71458,54161.5535,81992.03683,93457.86671,113341.0983,84236.85115,28755.09036,24653.08184,40766.31365,34389.68733,39678.35406,45645.5679,42619.33148,44776.32743,55368.27684,4505.860551,93256.96324,7139.525139,32141.04329,3499.83253,43179.89522,1329.259185,0.004157385,1.684303153,0.025659591,1.34345033,0.000459415,2.159731115,0.006567703,1.722665824,0.040965559,0.779867059,TRUE
AT5G22650,AT5G22650.1,8,5,83.78,0.003927174,1.872648996,WT cold,WT control,histone deacetylase 2B | chr5:7534120-7536054 FORWARD LENGTH=306,54298.38463,36405.99382,53593.54085,33121.2655,135456.8886,111857.6446,99181.26319,133368.7751,24536.26049,34832.97935,33995.30611,30357.5822,64190.77029,56255.50309,59213.53663,50697.67548,44354.7962,5579.762724,119966.1429,8743.343758,30930.53204,2342.308606,57589.37137,2820.919728,0.000339515,2.704693813,0.00034444,1.861893979,0.000499512,2.083129925,0.06835285,1.434013361,0.078635712,1.298379799,TRUE
AT5G03740,AT5G03740.1,14,7,159.7,0.181940065,1.574106874,fum2 cold,WT control,histone deacetylase 2C | chr5:981994-983961 FORWARD LENGTH=294,23623.79736,13860.17048,19608.07233,10348.57638,37147.7085,31174.61582,34387.69032,32064.02649,17716.36058,7744.11711,12926.8907,7816.822866,29015.62675,17083.89192,23018.63348,17018.85037,16860.15413,2953.789527,33693.51028,1335.833635,11551.04781,2386.440559,21534.25063,2863.111844,0.002029387,1.998410573,0.036612913,1.864268158,0.008473873,1.564647448,0.2115819,1.459621188,0.299194859,1.277227388,TRUE
AT5G59870,AT5G59870.1,7,3,138.65,0.818149862,1.335146327,WT control,WT cold,histone H2A 6 | chr5:24115605-24116144 REVERSE LENGTH=150,48957.70646,56635.90712,47593.36566,45723.87456,47349.3813,56817.59981,60873.57176,51970.97971,4296.189241,34956.95511,28828.4594,37111.67242,38109.57289,30025.00133,38797.46473,33818.39249,49727.71345,2396.216061,54252.88314,2933.665374,26298.31904,7540.976484,35187.60786,2043.204249,0.277307049,1.09099895,0.298599679,1.338017377,0.001773319,1.541817885,0.025248605,1.89090844,0.003625619,0.707605587,FALSE
AT1G07660,AT1G07660.1;AT1G07660.2,7,6,441.85,0.130583646,1.549693036,WT cold,fum2 cold,Histone superfamily protein | chr1:2369212-2369523 FORWARD LENGTH=103,217488.1702,158607.3156,161836.8128,262884.7224,394821.462,320429.3472,268149.9472,313036.3978,69745.43258,118081.8333,104924.3331,107637.9501,126153.6704,117448.2319,131484.863,94736.59609,200204.2552,24882.96055,324109.2886,26248.50827,100097.3873,10507.3028,117455.8404,8106.735077,0.014043527,1.618893106,0.238752131,1.173415646,0.000285851,2.759413985,0.010014249,2.000094715,0.019517248,0.58668004,TRUE
